b,number,lat,lon,east,north,name,site,site_name
http://id.southampton.ac.uk/building/78D,78D,,,,,South Stoneham Staff Block,http://id.southampton.ac.uk/site/65,Stoneham Hall
http://id.southampton.ac.uk/building/1221,1221,50.938026,-1.395002,442605,115572,134 Burgess Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/73N-B,73N-B,50.94236,-1.402854,442050,116049,Block B Glen Eyre Hall Old Terrace,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/73B,73B,50.9434045,-1.4032985,442018,116165,Glen Eyre Hall Block B Richard Newitt,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/1730-28,1730-28,,,,,Erasmus - Flat 28,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/1395,1395,50.9381522,-1.4037955,441988,115581,17 Oaklands Way,http://id.southampton.ac.uk/site/2,Boldrewood Campus
http://id.southampton.ac.uk/building/6,6,50.9359585,-1.3972189,442452,115341,Nuffield Theatre,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/73N-D,73N-D,50.94236,-1.402854,442050,116049,Block D Glen Eyre Hall Old Terrace,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/79C,79C,50.940643,-1.401371,442156,115859,Hartley Grove C,http://id.southampton.ac.uk/site/60,Hartley Grove
http://id.southampton.ac.uk/building/94F,94F,50.934185,-1.380549,443625,115153,Boat House Changing Rooms,http://id.southampton.ac.uk/site/8,Boat House
http://id.southampton.ac.uk/building/1730-25,1730-25,,,,,Erasmus - Flat 25,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/72A2-H,72A2-H,50.937454,-1.375257,443993,115520,Connaught H (Old Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/72E-R,72E-R,50.938183,-1.374367,444055,115601,Connaught R (New Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
